TIME,Probe_001,Probe_002,Probe_003,Probe_004,Probe_005,Probe_006,Probe_007,Probe_008,Probe_009,Probe_010,Probe_011,Probe_012,Probe_013,Probe_014,Probe_015,Probe_016,Probe_017,Probe_018,Probe_019,Probe_020
2019-01-09T08:35:44Z,77.22,43.54,28.14,61.67,60.97,28.58,32.69,63.87,40.40,59.78,47.72,53.63,58.84,2068.98,42.24,36.90,76.89,45.85,43.19,64.95
2019-01-09T08:35:49Z,76.60,45.09,29.41,62.29,60.77,27.89,32.72,63.50,39.89,58.77,47.86,53.75,57.34,58.27,41.68,36.03,76.16,45.94,41.75,63.14
2019-01-09T08:35:54Z,77.84,45.67,29.96,63.81,60.94,27.92,33.84,62.99,2508.60,57.89,45.24,54.31,56.03,59.96,42.02,37.02,74.55,47.63,41.05,62.87
2019-01-09T08:35:59Z,76.39,47.00,29.50,64.17,60.83,27.16,33.13,62.44,35.57,56.96,45.27,54.20,57.73,58.62,42.35,37.66,72.66,47.40,40.78,61.54
2019-01-09T08:36:04Z,76.76,48.39,29.93,65.35,61.88,27.87,34.12,62.54,33.62,57.11,45.76,54.61,59.51,56.42,42.59,36.71,72.79,45.87,39.39,60.75
2019-01-09T08:36:09Z,74.92,48.65,29.84,65.14,62.75,29.52,32.54,62.60,32.22,57.73,44.69,55.08,58.06,55.43,42.24,36.11,72.34,45.26,38.53,58.81
2019-01-09T08:36:14Z,73.77,47.00,30.03,63.72,63.73,30.63,31.00,62.79,33.34,56.91,44.74,55.28,59.19,54.14,42.90,36.88,73.78,43.15,39.04,57.00
2019-01-09T08:36:19Z,74.65,48.31,29.82,64.59,64.88,31.75,30.97,63.12,31.55,55.65,46.74,54.92,59.64,52.57,43.12,36.99,71.64,43.51,40.25,55.69
2019-01-09T08:36:24Z,76.42,47.08,28.24,64.54,64.08,33.09,30.31,62.57,31.14,54.95,45.41,1903.71,58.83,50.72,43.34,36.01,71.53,43.73,40.97,56.21
2019-01-09T08:36:29Z,74.76,48.29,2249.25,64.02,64.15,31.96,30.40,62.51,34.00,55.73,44.51,53.96,60.63,49.34,42.65,37.47,70.79,42.97,41.03,58.58
2019-01-09T08:36:34Z,72.47,48.36,29.19,63.46,64.62,33.05,30.52,62.37,33.55,55.51,44.98,53.93,59.44,50.64,42.73,37.19,70.97,40.64,42.10,57.25
2019-01-09T08:36:39Z,74.89,46.92,30.96,2501.87,64.54,33.73,30.12,62.12,34.10,55.00,44.29,53.47,57.89,51.97,43.42,36.74,68.10,41.94,43.32,55.65
2019-01-09T08:36:44Z,75.15,45.72,31.15,65.35,65.41,34.63,30.43,62.02,35.68,55.21,41.87,53.92,58.86,50.71,43.71,38.00,68.57,40.74,44.27,55.51
2019-01-09T08:36:49Z,77.27,44.35,29.28,2510.65,64.63,35.81,30.77,1988.48,35.94,55.36,43.40,53.70,58.43,51.88,44.02,36.46,71.33,40.47,43.18,57.64
2019-01-09T08:36:54Z,76.44,45.43,30.91,66.06,64.43,35.96,31.32,62.35,34.82,56.52,42.63,53.32,60.17,53.60,44.64,36.26,70.23,40.38,42.32,59.69
2019-01-09T08:36:59Z,74.20,46.53,30.95,65.96,64.10,35.89,32.48,62.62,37.24,55.81,41.98,53.68,58.59,52.48,44.15,36.94,71.53,2438.84,43.03,57.60
2019-01-09T08:37:04Z,76.43,45.72,31.72,67.46,64.74,35.73,31.78,62.76,37.75,54.87,40.14,53.84,60.35,2702.49,44.02,35.47,73.86,43.07,42.38,54.85
2019-01-09T08:37:09Z,74.81,46.06,30.89,68.32,63.89,35.04,31.99,63.00,40.27,55.10,2424.28,53.83,2105.16,50.21,43.83,35.22,76.77,44.92,43.12,57.17
2019-01-09T08:37:14Z,75.25,45.02,30.01,68.41,63.51,36.49,32.77,62.82,41.61,55.05,41.08,54.15,58.15,50.58,44.41,34.41,76.26,44.87,44.18,55.31
2019-01-09T08:37:19Z,77.58,43.27,29.26,69.40,62.63,36.14,31.71,62.74,43.70,55.00,2468.98,54.24,57.04,50.47,44.73,33.27,74.38,2412.09,43.06,56.21
2019-01-09T08:37:24Z,79.39,43.81,27.79,68.21,63.57,36.71,30.98,62.54,41.01,54.39,38.90,54.60,58.37,49.92,44.73,2088.94,73.50,42.39,42.27,58.11
2019-01-09T08:37:29Z,78.93,42.72,26.13,68.03,63.26,35.66,31.59,62.20,42.13,53.79,40.94,55.12,59.23,51.33,44.86,35.63,73.94,43.47,41.06,57.37
2019-01-09T08:37:34Z,81.11,42.23,27.46,67.32,64.05,34.83,31.83,61.77,39.17,54.40,39.57,54.96,60.56,51.95,45.25,35.74,74.64,43.19,40.96,54.68
2019-01-09T08:37:39Z,79.20,40.96,28.80,68.17,63.88,36.30,32.52,61.90,39.91,53.36,40.82,55.45,61.14,53.75,44.82,36.96,72.99,44.34,40.30,56.32
2019-01-09T08:37:44Z,81.33,40.45,30.33,67.85,62.91,36.54,32.78,61.41,37.54,52.96,39.03,55.29,60.73,55.12,45.46,37.87,75.32,45.46,40.42,56.79
2019-01-09T08:37:49Z,79.63,41.07,32.00,68.01,61.89,37.77,33.43,61.20,37.20,52.29,41.14,55.64,59.27,56.94,45.25,36.89,76.42,43.61,39.37,59.09
2019-01-09T08:37:54Z,78.45,39.87,32.85,68.19,61.83,38.13,34.59,61.48,40.07,51.51,2419.73,55.33,57.86,55.73,45.07,35.80,74.41,43.31,40.38,57.66
2019-01-09T08:37:59Z,77.02,38.07,32.86,67.78,61.30,37.67,35.32,61.43,38.85,52.35,42.11,55.41,56.13,56.81,44.37,34.44,75.43,44.05,39.01,57.67
2019-01-09T08:38:04Z,76.97,39.65,32.08,67.71,61.61,37.84,35.85,61.98,37.00,51.56,43.18,55.61,55.15,54.82,43.81,33.05,73.22,43.09,39.88,56.94
2019-01-09T08:38:09Z,74.57,38.40,31.82,67.20,61.87,37.31,35.32,62.04,2565.27,50.53,42.44,56.17,55.57,56.42,43.38,32.26,70.79,43.12,39.03,59.21
2019-01-09T08:38:14Z,74.88,38.23,29.98,66.38,61.45,36.28,35.22,62.62,35.21,49.88,40.56,56.19,53.78,56.40,43.93,30.85,69.63,41.99,40.19,57.26
2019-01-09T08:38:19Z,77.22,38.90,30.90,67.46,61.52,34.74,35.71,62.62,32.88,50.67,40.46,56.55,53.77,57.61,43.69,30.23,72.14,43.58,40.40,55.80
2019-01-09T08:38:24Z,79.58,37.92,30.88,67.55,61.72,34.30,35.60,62.65,31.23,51.95,38.68,57.11,54.28,57.56,44.19,30.49,74.22,41.24,39.37,53.79
2019-01-09T08:38:29Z,2426.06,39.41,29.19,66.37,62.09,32.86,36.29,62.82,34.06,51.06,39.77,57.59,54.25,56.37,43.84,31.11,73.78,41.54,39.93,54.86
2019-01-09T08:38:34Z,79.52,40.15,29.19,65.31,61.43,31.88,35.13,62.44,33.49,50.71,41.46,57.15,53.63,57.45,43.14,30.88,72.40,40.61,39.03,56.46
2019-01-09T08:38:39Z,79.26,2527.02,28.58,65.38,62.25,30.40,34.47,62.96,34.27,51.76,40.36,57.50,53.78,55.66,43.63,31.89,72.16,39.18,38.58,57.76
2019-01-09T08:38:44Z,79.84,38.97,27.14,66.25,62.94,28.80,34.35,63.26,32.97,52.74,38.46,57.92,53.63,55.87,44.08,2443.80,74.93,37.89,38.84,58.59
2019-01-09T08:38:49Z,81.95,40.19,25.28,64.80,63.64,30.40,33.57,63.28,33.49,51.98,39.91,58.50,55.13,57.55,43.68,32.27,74.41,39.26,40.28,56.18
2019-01-09T08:38:54Z,84.29,39.92,25.18,66.27,64.20,29.31,34.37,62.80,33.42,2176.97,38.09,58.56,53.62,58.42,43.19,30.74,73.00,38.36,40.82,56.20
2019-01-09T08:38:59Z,84.02,40.33,24.45,66.69,64.08,30.81,34.00,63.29,34.00,54.23,38.51,58.37,55.01,56.31,43.35,31.13,70.35,40.35,40.15,2204.40
2019-01-09T08:39:04Z,85.31,40.56,25.87,67.82,64.21,31.08,33.74,63.09,31.48,53.88,38.37,58.28,54.84,55.15,43.01,30.74,71.87,42.28,38.93,57.75
2019-01-09T08:39:09Z,87.75,42.00,25.44,68.47,63.02,30.15,35.27,63.38,32.67,53.39,36.45,58.49,53.76,2203.87,43.50,30.53,70.03,41.03,39.13,58.71
2019-01-09T08:39:14Z,87.27,43.02,24.20,67.77,62.62,31.59,35.84,62.82,29.74,53.17,35.67,58.41,53.57,53.37,43.47,30.26,70.26,41.19,37.75,56.91
2019-01-09T08:39:19Z,86.99,41.22,25.66,68.46,62.89,32.07,37.03,62.46,31.22,52.81,35.87,58.98,52.24,51.98,43.91,31.83,71.16,39.96,38.38,55.48
2019-01-09T08:39:24Z,88.04,40.62,25.54,69.72,63.52,2689.21,36.33,62.01,32.33,53.92,34.23,59.05,53.96,51.44,44.47,31.07,72.12,37.73,39.14,56.96
2019-01-09T08:39:29Z,89.83,41.44,25.20,70.54,63.71,33.31,35.66,62.44,29.85,52.98,35.24,58.76,55.54,49.69,45.14,29.82,72.98,37.89,38.85,58.61
2019-01-09T08:39:34Z,89.41,42.01,25.83,72.04,63.82,33.34,37.13,62.59,32.59,52.56,35.33,59.28,56.94,51.03,44.94,29.88,71.71,35.63,39.62,55.99
2019-01-09T08:39:39Z,3337.10,41.93,27.48,73.29,63.77,34.69,36.97,62.11,31.32,52.84,37.49,58.77,55.54,50.67,45.30,29.91,69.01,37.86,40.27,55.33
2019-01-09T08:39:44Z,90.36,42.46,25.82,72.97,64.51,35.68,36.67,62.00,33.64,51.86,38.34,59.14,57.20,51.92,45.57,30.22,71.33,35.81,39.39,54.72
2019-01-09T08:39:49Z,89.54,43.00,25.58,73.31,63.84,34.91,38.25,62.10,35.24,52.38,37.93,59.51,57.19,52.37,45.51,30.06,68.51,34.01,40.06,54.30
2019-01-09T08:39:54Z,87.03,43.92,26.29,72.95,64.76,35.34,37.56,62.06,36.08,51.34,35.55,59.27,56.45,52.81,45.47,30.60,69.70,32.30,39.73,54.21
2019-01-09T08:39:59Z,88.41,44.45,26.95,73.23,63.67,2411.11,37.91,61.54,36.17,51.30,35.34,58.77,55.38,52.60,45.48,29.63,71.49,33.58,39.41,51.89
2019-01-09T08:40:04Z,87.22,44.04,26.82,74.11,63.29,38.07,36.89,61.19,37.35,51.50,35.33,58.94,56.21,50.67,46.16,28.53,72.29,35.93,40.46,52.98
2019-01-09T08:40:09Z,89.57,43.03,25.50,73.61,63.23,39.19,35.86,60.70,36.55,52.43,37.38,59.28,56.75,52.29,46.01,27.45,69.62,34.73,40.16,52.36
2019-01-09T08:40:14Z,91.71,41.66,25.29,74.09,62.20,39.48,36.12,60.61,38.09,51.29,38.92,58.70,55.53,50.54,45.56,27.56,70.67,34.50,40.77,49.51
2019-01-09T08:40:19Z,89.29,39.88,23.40,75.28,61.61,38.44,34.74,60.87,36.87,50.61,36.71,58.60,54.81,51.39,46.18,28.11,72.46,32.25,41.62,51.62
2019-01-09T08:40:24Z,88.61,38.38,24.97,76.45,62.00,36.90,36.11,61.06,37.00,51.29,35.06,58.21,55.58,52.99,46.06,28.68,73.65,34.14,41.15,53.18
2019-01-09T08:40:29Z,89.34,38.75,26.22,75.23,61.78,37.92,35.76,60.60,38.11,52.19,34.91,57.78,54.54,52.99,46.34,27.86,76.34,35.35,40.17,50.93
2019-01-09T08:40:34Z,87.26,38.48,26.42,75.80,61.46,37.29,34.48,60.06,39.34,52.58,34.98,57.47,55.65,54.24,46.23,28.79,76.21,2662.09,41.62,48.92
2019-01-09T08:40:39Z,87.14,37.12,26.32,75.36,60.80,37.09,32.89,59.81,41.93,52.83,33.50,57.93,57.02,53.28,46.16,30.32,77.60,31.46,42.82,50.64
2019-01-09T08:40:44Z,88.33,35.74,27.49,76.80,60.78,35.70,32.45,59.26,42.44,52.01,33.60,58.07,57.51,51.80,46.08,31.61,75.93,31.32,43.96,48.99
2019-01-09T08:40:49Z,86.59,37.23,26.06,77.88,61.29,37.09,32.23,59.80,44.31,52.85,32.22,58.07,56.48,52.49,45.61,31.11,76.90,33.65,43.49,51.40
2019-01-09T08:40:54Z,87.56,37.04,26.35,78.30,60.75,36.07,31.32,59.75,46.66,52.02,31.05,57.59,57.95,53.73,45.52,31.40,79.35,31.95,44.27,53.76
2019-01-09T08:40:59Z,89.14,37.72,26.94,78.95,61.29,35.85,29.95,59.39,49.03,51.58,31.51,57.51,58.79,53.39,46.03,32.60,77.34,30.75,45.06,56.06
2019-01-09T08:41:04Z,88.89,37.23,27.84,78.13,61.27,36.14,29.90,59.47,49.90,52.26,34.01,57.41,59.75,53.12,46.21,32.86,74.45,30.02,45.88,54.71
2019-01-09T08:41:09Z,90.94,37.43,29.70,79.48,61.03,37.12,30.14,59.08,47.34,53.15,32.44,57.77,59.40,54.76,46.71,33.96,76.57,28.10,46.42,53.27
2019-01-09T08:41:14Z,91.18,36.45,31.43,80.24,62.10,38.02,29.31,59.11,47.38,54.02,29.99,58.18,60.16,55.10,46.90,34.53,79.18,2572.44,45.92,51.52
2019-01-09T08:41:19Z,89.05,35.66,33.00,80.35,62.73,37.97,29.36,59.59,44.40,55.10,31.51,58.44,60.55,57.09,47.01,35.23,81.09,24.40,2511.24,48.96
2019-01-09T08:41:24Z,89.06,35.94,32.88,78.92,62.77,37.64,30.56,59.61,3204.86,54.01,31.27,58.35,2392.96,56.19,46.57,35.71,78.97,23.35,46.74,51.33
2019-01-09T08:41:29Z,88.91,34.56,31.88,77.94,63.58,37.28,29.67,59.14,46.16,53.28,33.15,57.88,61.84,56.22,46.70,36.85,80.88,24.25,46.79,49.46
2019-01-09T08:41:34Z,88.06,35.17,31.08,78.06,64.16,35.94,28.75,59.31,45.11,53.94,33.06,57.41,63.46,54.71,47.33,36.95,82.11,24.47,47.14,48.14
2019-01-09T08:41:39Z,89.52,33.51,31.81,78.84,65.09,36.00,27.79,58.75,46.48,53.17,35.11,57.81,2578.05,55.05,46.68,35.50,80.50,26.09,47.26,49.70
2019-01-09T08:41:44Z,89.05,33.13,30.21,79.81,64.13,36.43,27.38,58.85,46.38,53.46,36.60,58.07,62.18,53.20,46.35,35.82,80.36,27.62,2538.42,51.93
2019-01-09T08:41:49Z,91.40,33.63,28.64,78.62,63.00,37.18,26.71,58.80,49.24,54.42,37.02,58.44,60.94,55.27,46.35,36.20,81.29,26.15,47.41,49.80
2019-01-09T08:41:54Z,91.22,32.71,30.08,78.44,63.26,35.91,26.91,58.77,51.25,54.72,34.44,58.90,60.75,56.97,46.06,34.95,83.88,27.50,2501.31,50.91
2019-01-09T08:41:59Z,88.82,31.95,31.28,78.70,63.43,34.44,25.63,58.75,52.28,54.31,36.15,59.31,2536.79,56.06,46.26,35.26,82.95,26.51,49.91,49.95
2019-01-09T08:42:04Z,90.05,30.48,32.87,79.21,63.62,34.72,26.94,1912.09,53.64,53.26,2398.33,59.53,62.32,53.89,46.77,34.05,82.57,25.24,50.90,48.55
2019-01-09T08:42:09Z,2209.44,31.64,34.18,77.68,63.11,34.81,26.03,59.19,51.33,53.21,39.51,58.98,61.68,51.91,46.18,32.56,82.90,24.51,2515.39,47.17
2019-01-09T08:42:14Z,87.70,29.92,34.27,78.42,62.44,2048.52,26.15,58.78,49.96,52.45,39.49,58.90,61.05,52.94,46.24,33.90,80.10,22.55,51.53,47.35
2019-01-09T08:42:19Z,86.47,30.94,36.11,78.85,61.51,36.64,25.96,58.31,50.35,52.08,37.77,58.61,59.68,52.71,45.93,35.41,83.03,23.66,52.64,49.98
2019-01-09T08:42:24Z,85.56,30.16,37.24,79.80,2128.93,36.89,26.59,57.92,48.29,51.22,36.19,58.07,58.09,51.26,46.04,36.48,83.09,21.67,52.49,49.83
2019-01-09T08:42:29Z,84.13,30.74,39.05,78.80,60.34,37.58,27.59,58.15,48.17,50.01,34.09,57.69,57.74,49.41,45.57,34.95,84.05,20.53,53.37,48.55
2019-01-09T08:42:34Z,2481.34,30.38,39.01,79.57,60.91,36.66,26.29,58.44,45.47,49.20,34.42,57.81,59.49,51.38,45.69,34.09,85.09,20.48,52.88,48.09
2019-01-09T08:42:39Z,82.30,29.03,38.93,80.61,60.12,36.24,27.42,58.04,46.94,48.62,33.71,57.76,60.15,49.18,45.77,33.76,87.99,22.04,53.10,47.28
2019-01-09T08:42:44Z,81.30,28.08,38.99,79.56,60.43,37.30,28.27,58.22,47.71,48.25,32.59,57.62,60.70,47.67,46.27,32.22,88.04,23.29,53.82,45.49
2019-01-09T08:42:49Z,82.50,29.33,2819.95,79.56,60.74,35.68,27.28,57.92,45.96,47.84,34.59,57.29,60.43,46.79,1887.84,30.79,90.45,20.94,54.58,44.91
2019-01-09T08:42:54Z,81.25,28.24,41.27,80.67,60.81,37.13,26.85,58.13,45.93,48.41,32.10,57.74,60.24,47.97,45.99,32.32,93.24,20.43,53.62,45.04
2019-01-09T08:42:59Z,78.72,28.96,42.40,79.12,61.39,36.97,25.99,58.60,45.71,49.17,32.70,57.92,58.60,46.14,46.37,33.19,90.39,19.45,52.77,45.81
2019-01-09T08:43:04Z,76.49,27.98,42.51,78.69,61.37,37.35,26.81,58.15,47.74,49.28,31.38,58.14,57.74,45.67,46.39,33.18,92.68,19.72,54.21,44.02
2019-01-09T08:43:09Z,76.87,26.41,43.38,79.30,61.01,36.59,27.10,57.75,46.37,50.40,33.97,57.96,57.53,47.48,46.46,34.27,90.62,18.73,53.51,44.18
2019-01-09T08:43:14Z,75.08,24.71,43.46,78.37,61.02,35.43,28.42,57.95,47.87,50.37,36.14,58.29,58.38,45.95,46.65,32.98,90.50,20.51,54.65,42.92
2019-01-09T08:43:19Z,3352.27,23.55,42.08,78.10,59.94,34.14,27.34,57.77,45.54,50.68,37.58,58.40,59.55,43.94,47.24,33.66,3062.49,19.66,55.55,42.55
2019-01-09T08:43:24Z,77.62,24.47,40.91,79.02,59.11,34.53,26.54,57.42,47.06,50.53,36.10,58.81,60.07,43.13,47.06,35.02,89.16,21.89,54.97,45.12
2019-01-09T08:43:29Z,75.17,2583.64,42.02,78.90,58.11,34.78,28.04,57.53,46.16,51.00,38.50,58.32,58.31,43.74,47.56,34.08,91.88,23.46,53.68,42.33
2019-01-09T08:43:34Z,73.30,24.29,2864.07,79.31,57.90,33.32,26.81,57.72,43.20,50.91,2553.90,58.59,56.58,45.73,46.98,33.23,2985.57,22.66,54.84,44.25
2019-01-09T08:43:39Z,73.65,24.13,42.96,78.67,58.24,34.17,28.43,57.74,44.17,52.02,40.10,58.05,54.79,43.76,47.18,32.03,86.37,25.02,54.67,43.85
2019-01-09T08:43:44Z,74.70,22.32,43.88,77.47,58.86,34.16,29.85,57.53,43.43,52.95,41.87,58.29,56.09,42.74,47.40,32.21,86.82,23.23,54.12,45.83
2019-01-09T08:43:49Z,74.79,23.11,45.40,78.00,58.39,32.81,30.89,58.09,44.45,2255.45,40.93,58.55,55.89,42.59,47.39,33.64,89.21,25.30,54.20,43.32
2019-01-09T08:43:54Z,74.46,22.80,43.82,79.40,57.80,33.61,32.39,1856.99,43.07,54.07,40.16,58.57,55.47,43.77,46.73,34.99,91.41,24.26,54.98,45.23
2019-01-09T08:43:59Z,73.70,23.92,43.20,80.21,56.74,33.27,31.44,58.21,43.95,53.79,39.22,58.35,53.93,42.83,47.37,33.43,91.97,26.38,54.48,43.13
2019-01-09T08:44:04Z,74.15,24.18,45.06,79.94,55.86,32.88,30.62,57.82,41.83,53.68,37.17,57.99,52.26,41.37,1940.83,34.07,94.70,25.40,55.07,40.75
2019-01-09T08:44:09Z,74.62,22.77,44.46,81.16,57.01,32.36,30.30,57.51,42.07,53.80,37.97,57.73,51.29,42.97,47.00,34.93,92.96,25.22,54.60,42.33
2019-01-09T08:44:14Z,73.72,23.09,43.63,80.68,56.58,31.82,30.07,57.80,40.81,53.51,38.86,57.36,51.50,44.27,47.03,33.55,90.37,23.46,54.51,44.57
2019-01-09T08:44:19Z,71.82,22.09,44.39,80.06,56.92,31.76,28.71,57.97,38.81,54.74,38.49,57.08,52.40,43.07,47.08,34.45,92.32,22.29,53.49,45.37
2019-01-09T08:44:24Z,71.32,20.94,45.29,80.98,57.98,30.85,29.29,57.55,39.04,53.50,38.43,57.65,53.86,41.03,47.18,33.64,92.44,19.89,53.76,43.54
2019-01-09T08:44:29Z,72.57,20.35,44.78,81.19,58.72,29.97,29.20,57.16,39.63,52.31,40.64,58.02,55.01,41.39,47.72,32.95,94.50,22.16,54.53,44.61
2019-01-09T08:44:34Z,72.67,20.24,46.38,80.43,59.53,29.34,28.83,57.61,36.68,53.58,43.23,58.03,56.03,43.27,47.36,33.16,96.26,23.51,53.27,41.76
2019-01-09T08:44:39Z,70.18,20.98,46.47,81.21,59.05,28.89,28.22,58.13,38.78,53.11,45.18,58.16,56.98,43.57,48.01,32.01,96.68,23.81,52.19,39.16
2019-01-09T08:44:44Z,68.86,22.70,45.43,81.99,58.74,29.01,27.16,57.93,41.41,53.68,45.85,57.76,2520.63,43.37,48.20,33.35,95.40,23.40,53.34,39.14
2019-01-09T08:44:49Z,68.13,24.07,44.04,82.61,59.83,29.49,28.30,1855.11,43.44,52.73,2573.21,57.91,56.41,41.72,47.65,33.60,97.93,21.25,53.87,36.56
2019-01-09T08:44:54Z,66.20,24.40,42.21,2270.25,60.00,30.28,28.58,58.61,42.38,52.75,40.95,57.75,55.33,43.10,48.35,32.72,97.91,21.61,54.33,35.71
2019-01-09T08:44:59Z,65.40,25.64,42.33,85.28,59.57,29.86,30.09,1875.86,42.82,54.01,43.51,57.86,53.89,41.14,48.66,31.50,97.38,22.31,1970.41,38.02
2019-01-09T08:45:04Z,63.01,25.83,43.08,85.13,2105.29,29.19,31.71,58.72,43.83,55.03,42.68,57.93,52.12,40.17,49.32,31.88,95.43,22.18,54.40,37.94
2019-01-09T08:45:09Z,61.29,24.05,42.22,83.61,59.60,28.57,32.16,58.42,43.37,54.10,42.95,57.95,2313.79,39.83,49.11,30.86,95.26,23.57,54.68,35.71
2019-01-09T08:45:14Z,62.05,22.97,40.42,84.11,60.07,27.19,32.09,58.92,41.54,52.91,43.64,57.49,51.67,41.63,49.48,31.40,96.19,23.70,53.72,35.50
2019-01-09T08:45:19Z,3225.67,23.26,39.78,83.62,59.42,27.25,32.96,58.60,39.49,51.67,41.12,57.81,51.76,43.21,2027.90,30.68,95.02,23.34,55.11,34.68
2019-01-09T08:45:24Z,61.58,21.67,2383.53,83.94,59.69,25.93,33.25,58.90,40.43,51.55,41.80,58.31,51.94,45.26,49.20,30.94,96.18,25.25,54.93,37.46
2019-01-09T08:45:29Z,62.19,19.85,38.34,82.86,60.81,26.29,31.80,59.12,39.95,52.42,39.67,58.23,51.78,44.32,49.59,29.32,98.31,26.30,54.01,40.29
2019-01-09T08:45:34Z,60.77,20.23,39.47,83.52,60.94,25.69,33.41,59.58,40.37,51.58,40.16,57.77,53.38,46.33,49.39,30.89,99.28,2231.52,55.27,37.87
2019-01-09T08:45:39Z,59.45,18.83,37.79,84.00,60.80,26.62,33.47,59.36,37.96,51.07,39.28,57.55,52.02,44.63,49.34,31.77,101.81,22.21,55.91,38.05
2019-01-09T08:45:44Z,61.80,17.96,37.44,84.53,61.46,26.55,32.73,59.28,40.60,50.54,37.14,57.62,53.11,43.82,49.14,31.35,104.11,23.01,56.71,40.34
2019-01-09T08:45:49Z,61.32,18.75,36.76,83.70,61.74,27.12,32.53,58.87,41.95,49.32,35.44,57.23,53.63,42.99,49.22,31.53,106.37,25.22,56.74,39.58
2019-01-09T08:45:54Z,61.15,19.43,37.99,84.21,61.76,28.15,31.57,58.58,41.56,49.19,2594.65,57.80,52.06,42.25,49.68,29.99,107.03,26.99,57.66,37.99
2019-01-09T08:45:59Z,59.92,19.82,37.83,83.83,61.77,29.58,31.87,58.70,39.18,48.82,37.32,57.94,53.19,42.54,50.02,30.09,104.82,28.18,57.21,39.89
2019-01-09T08:46:04Z,58.15,21.13,37.24,82.29,61.59,27.96,32.90,59.22,39.32,49.45,38.01,57.67,52.87,42.10,50.06,30.57,102.72,29.99,57.41,39.51
2019-01-09T08:46:09Z,56.90,22.65,36.54,82.73,62.66,28.01,32.92,58.86,39.48,49.92,40.11,57.22,53.12,41.47,50.56,31.54,104.74,31.22,58.58,38.83
2019-01-09T08:46:14Z,2889.44,20.80,38.02,82.86,63.44,29.28,32.84,59.04,37.51,50.26,42.37,57.75,53.64,43.22,51.20,30.89,104.59,32.91,2279.83,38.37
2019-01-09T08:46:19Z,53.94,19.12,38.14,84.33,62.98,30.82,31.18,58.73,40.06,50.54,43.95,57.29,2198.85,42.70,50.77,32.23,106.55,33.46,56.75,37.78
2019-01-09T08:46:24Z,53.26,17.53,36.75,83.79,62.15,31.41,30.56,59.19,41.10,51.01,43.98,57.48,51.25,43.17,51.21,31.92,106.13,32.97,57.06,36.06
2019-01-09T08:46:29Z,54.26,18.73,37.54,84.49,61.83,31.62,29.70,59.50,42.02,52.29,43.48,56.97,51.53,42.47,50.77,32.24,106.26,32.79,56.92,33.47
2019-01-09T08:46:34Z,55.26,18.16,35.85,84.13,61.57,30.47,31.21,60.02,41.50,51.09,45.01,57.26,49.91,41.88,51.00,31.99,109.13,34.29,55.98,32.81
2019-01-09T08:46:39Z,54.14,18.85,36.78,84.10,61.63,31.00,2068.80,59.92,41.34,50.50,42.67,57.06,48.22,41.03,50.58,32.53,107.92,35.09,54.73,33.49
2019-01-09T08:46:44Z,2728.43,20.49,36.03,84.83,62.76,30.77,28.37,59.39,42.71,50.37,43.60,57.35,48.65,42.04,50.95,33.12,110.12,37.44,55.14,34.55
2019-01-09T08:46:49Z,57.29,19.98,37.80,85.99,62.99,31.66,27.40,59.05,45.20,50.28,41.84,57.20,49.78,42.59,1976.72,34.59,107.77,35.36,54.60,35.94
2019-01-09T08:46:54Z,58.45,19.59,36.89,86.26,62.69,32.10,25.83,59.11,44.46,50.25,40.05,57.27,51.03,44.35,51.41,34.65,105.85,36.81,54.80,38.16
2019-01-09T08:46:59Z,56.05,19.24,37.43,86.42,62.24,33.31,26.90,58.74,46.51,50.67,37.47,57.68,52.56,44.22,50.77,35.15,102.91,39.05,54.88,37.48
2019-01-09T08:47:04Z,55.59,19.03,38.32,85.53,61.63,32.14,27.32,58.85,48.50,51.00,39.76,58.12,53.22,42.24,50.84,35.93,103.73,39.65,54.12,39.06
2019-01-09T08:47:09Z,53.42,17.60,37.42,86.62,62.12,32.70,27.41,58.99,45.65,51.89,40.21,57.91,54.12,2112.47,51.44,34.83,105.46,41.38,53.49,36.90
2019-01-09T08:47:14Z,51.74,19.15,38.46,85.15,62.29,31.08,26.96,59.57,42.71,51.75,39.22,58.32,53.88,41.68,51.65,34.56,105.67,39.30,53.89,38.34
2019-01-09T08:47:19Z,51.25,17.46,38.10,83.60,61.94,29.44,25.83,59.94,42.05,51.72,40.65,58.30,55.10,41.07,51.33,35.94,106.80,39.85,53.63,36.44
2019-01-09T08:47:24Z,49.21,16.87,37.78,82.88,61.56,30.69,27.23,60.26,39.22,51.96,2560.72,58.36,55.31,42.02,51.15,37.05,106.30,38.74,53.50,39.00
2019-01-09T08:47:29Z,48.23,15.57,36.73,82.93,61.27,31.75,27.48,1914.96,37.96,2037.07,40.72,58.70,56.92,43.55,51.49,37.53,104.53,40.73,52.52,39.03
2019-01-09T08:47:34Z,47.98,14.23,36.22,82.92,62.37,30.50,28.50,60.48,38.85,50.51,38.81,58.43,57.71,42.67,51.53,37.84,101.73,40.54,51.52,37.08
2019-01-09T08:47:39Z,45.65,14.79,37.06,83.16,61.77,30.41,27.06,60.61,41.81,50.31,36.94,58.39,56.17,40.85,51.25,39.36,101.58,40.62,50.43,39.19
2019-01-09T08:47:44Z,46.68,15.93,38.53,84.18,62.88,30.24,27.71,60.45,39.81,50.38,38.63,58.00,54.75,40.74,50.93,38.32,104.41,42.67,49.62,37.71
